weight,opponent_weight,wrestler_key,wrestler_score,opponent_key,opponent_score,_round,overtime,fall_time,result,winner,wrestler_seed,wrestler_school,opponent_seed,opponent_school,wrestler,opponent,year
167,167,Chris Studer,4,Brett Colombini,3,r16,,,DEC,Chris Studer,9,Boston University,8,Minnesota,Chris Studer,Brett Colombini,1993
167,167,Dave Hart,8,Bill Terry,1,r16,,,DEC,Dave Hart,2,Penn State,,Old Dominion,Dave Hart,Bill Terry,1993
167,167,Ken Bauer,4,Rick Hepp,12,r16,,,MD,Rick Hepp,10,Edinboro,7,Lehigh,Ken Bauer,Rick Hepp,1993
167,167,Jim Brasco,4,Shaon Fry,7,r16,,,DEC,Shaon Fry,,Duquesne,6,Missouri,Jim Brasco,Shaon Fry,1993
167,167,Trent Flack,4,Sean Gibbs,2,r16,,,DEC,Trent Flack,3,Oregon State,,Pittsburgh,Trent Flack,Sean Gibbs,1993
167,167,Chris Kwortnik,2,Billy Kumprey,5,r8,,,DEC,Billy Kumprey,4,North Carolina State,5,Marquette,Chris Kwortnik,Billy Kumprey,1993
167,167,Ray Miller,-1,Chris Studer,-2,r8,,4:23,F,Ray Miller,1,Arizona State,9,Boston University,Ray Miller,Chris Studer,1993
167,167,Dave Hart,9,Rick Hepp,5,r8,,,DEC,Dave Hart,2,Penn State,7,Lehigh,Dave Hart,Rick Hepp,1993
167,167,Shaon Fry,8,Trent Flack,4,r8,,,DEC,Shaon Fry,6,Missouri,3,Oregon State,Shaon Fry,Trent Flack,1993
167,167,Billy Kumprey,4,Ray Miller,12,r4,,,MD,Ray Miller,5,Marquette,1,Arizona State,Billy Kumprey,Ray Miller,1993
167,167,Dave Hart,4,Shaon Fry,6,r4,1,,DEC,Shaon Fry,2,Penn State,6,Missouri,Dave Hart,Shaon Fry,1993
167,167,Ray Miller,6,Shaon Fry,2,m1,,,DEC,Ray Miller,1,Arizona State,6,Missouri,Ray Miller,Shaon Fry,1993
167,167,Derek Scott,7,Chris Walter,5,c1,,,DEC,Derek Scott,,Cal State-Bakersfield,,Wisconsin,Derek Scott,Chris Walter,1993
167,167,Matt Nerem,3,Aaron Moran,4,c1,,,DEC,Aaron Moran,,Iowa,,Purdue,Matt Nerem,Aaron Moran,1993
167,167,Howie Miller,-4,Jim Kossakowski,-3,c1,,,DFT,Jim Kossakowski,,Virginia,,Northern Illinois,Howie Miller,Jim Kossakowski,1993
167,167,Dave Robin,5,Brett Colombini,7,c1,,,DEC,Brett Colombini,,Rider,8,Minnesota,Dave Robin,Brett Colombini,1993
167,167,Paul Casey,6,Bill Terry,4,c1,,,DEC,Paul Casey,,Ohio University,,Old Dominion,Paul Casey,Bill Terry,1993
167,167,Stan Banks,10,Ken Bauer,4,c1,,,DEC,Stan Banks,,North Carolina,10,Edinboro,Stan Banks,Ken Bauer,1993
167,167,Simon Reese,11,Jim Brasco,5,c1,,,DEC,Simon Reese,,Army,,Duquesne,Simon Reese,Jim Brasco,1993
167,167,Pete Szymczak,5,Sean Gibbs,7,c1,,,DEC,Sean Gibbs,,Wyoming,,Pittsburgh,Pete Szymczak,Sean Gibbs,1993
167,167,Derek Scott,7,Aaron Moran,9,c2,,,DEC,Aaron Moran,,Cal State-Bakersfield,,Purdue,Derek Scott,Aaron Moran,1993
167,167,Jim Kossakowski,4,Brett Colombini,3,c2,,,DEC,Jim Kossakowski,,Northern Illinois,8,Minnesota,Jim Kossakowski,Brett Colombini,1993
167,167,Paul Casey,3,Stan Banks,6,c2,,,DEC,Stan Banks,,Ohio University,,North Carolina,Paul Casey,Stan Banks,1993
167,167,Simon Reese,3,Sean Gibbs,4,c2,,,DEC,Sean Gibbs,,Army,,Pittsburgh,Simon Reese,Sean Gibbs,1993
167,167,Aaron Moran,2,Trent Flack,10,br,,,MD,Trent Flack,,Purdue,3,Oregon State,Aaron Moran,Trent Flack,1993
167,167,Jim Kossakowski,3,Rick Hepp,9,br,,,DEC,Rick Hepp,,Northern Illinois,7,Lehigh,Jim Kossakowski,Rick Hepp,1993
167,167,Stan Banks,-2,Chris Studer,-1,br,,5:37,F,Chris Studer,,North Carolina,9,Boston University,Stan Banks,Chris Studer,1993
167,167,Sean Gibbs,2,Chris Kwortnik,12,br,,,MD,Chris Kwortnik,,Pittsburgh,4,North Carolina State,Sean Gibbs,Chris Kwortnik,1993
167,167,Trent Flack,8,Rick Hepp,3,c4,,,DEC,Trent Flack,3,Oregon State,7,Lehigh,Trent Flack,Rick Hepp,1993
167,167,Chris Studer,4,Chris Kwortnik,6,c4,,,DEC,Chris Kwortnik,9,Boston University,4,North Carolina State,Chris Studer,Chris Kwortnik,1993
167,167,Trent Flack,11,Billy Kumprey,2,cs,,,MD,Trent Flack,3,Oregon State,5,Marquette,Trent Flack,Billy Kumprey,1993
167,167,Chris Kwortnik,1,Dave Hart,3,cs,,,DEC,Dave Hart,4,North Carolina State,2,Penn State,Chris Kwortnik,Dave Hart,1993
167,167,Dave Hart,10,Trent Flack,6,m3,,,DEC,Dave Hart,2,Penn State,3,Oregon State,Dave Hart,Trent Flack,1993
167,167,Chris Kwortnik,5,Billy Kumprey,2,m5,,,DEC,Chris Kwortnik,4,North Carolina State,5,Marquette,Chris Kwortnik,Billy Kumprey,1993
167,167,Rick Hepp,12,Chris Studer,5,m7,,,DEC,Rick Hepp,7,Lehigh,9,Boston University,Rick Hepp,Chris Studer,1993
177,177,Ray Brinzer,-3,Bye,-4,r32,,,DFT,Ray Brinzer,4,Iowa,,Bye,Ray Brinzer,Bye,1993
177,177,Desmond Pollock,4,Quincey Clark,10,r32,,,DEC,Quincey Clark,,Boston University,,Oklahoma,Desmond Pollock,Quincey Clark,1993
177,177,Dean Morrison,23,Richard Murry,8,r32,,6:40,TF,Dean Morrison,12,West Virginia,,Eastern Illinois,Dean Morrison,Richard Murry,1993
177,177,Chad Dennis,3,Lanny Green,15,r32,,,MD,Lanny Green,,Tennessee-Chattanooga,5,Michigan,Chad Dennis,Lanny Green,1993
177,177,Kyle Rackley,-1,William George,-2,r32,,1:08,F,Kyle Rackley,8,Cornell,,Bloomsburg,Kyle Rackley,William George,1993
177,177,Bob Wingrove,-1,Matt White,-2,r32,,1:03,F,Bob Wingrove,,Ohio University,9,Penn State,Bob Wingrove,Matt White,1993
177,177,Kevin Randleman,14,Dan Payne,9,r32,,,DEC,Kevin Randleman,1,Ohio State,,Clarion,Kevin Randleman,Dan Payne,1993
177,177,Mark Frushone,6,Keith Linden,5,r32,1,,DEC,Mark Frushone,,Central Connecticut,,Purdue,Mark Frushone,Keith Linden,1993
177,177,Doug Zembiec,-3,Bye,-4,r32,,,DFT,Doug Zembiec,,Navy,,Bye,Doug Zembiec,Bye,1993
177,177,Paul Jackson,6,Matt Johnson,11,r32,,,DEC,Matt Johnson,,Boise State,2,Iowa State,Paul Jackson,Matt Johnson,1993
177,177,Marc Papa,2,Pat Lynch,6,r32,,,DEC,Pat Lynch,,Maryland,7,Arizona State,Marc Papa,Pat Lynch,1993
177,177,Ryan Jibben,5,Bob Ferraro,3,r32,,,DEC,Ryan Jibben,,Wyoming,10,Bucknell,Ryan Jibben,Bob Ferraro,1993
177,177,Chad Renner,4,Brad Gibson,11,r32,,,DEC,Brad Gibson,,Oregon State,6,Minnesota,Chad Renner,Brad Gibson,1993
177,177,Tim Morrissey,9,Tac Thomas,2,r32,,,DEC,Tim Morrissey,11,Clemson,,Millersville,Tim Morrissey,Tac Thomas,1993
177,177,Corey Olson,-1,Laszlo Molnar,-2,r32,,2:08,F,Corey Olson,3,Nebraska,,Cal State-Fullerton,Corey Olson,Laszlo Molnar,1993
177,177,Bye,-4,Brent Coldiron,-3,r32,,,DFT,Brent Coldiron,,Bye,,William & Mary,Bye,Brent Coldiron,1993
177,177,Ray Brinzer,4,Quincey Clark,2,r16,,,DEC,Ray Brinzer,4,Iowa,,Oklahoma,Ray Brinzer,Quincey Clark,1993
177,177,Dean Morrison,5,Lanny Green,6,r16,,,DEC,Lanny Green,12,West Virginia,5,Michigan,Dean Morrison,Lanny Green,1993
177,177,Kyle Rackley,10,Bob Wingrove,7,r16,,,DEC,Kyle Rackley,8,Cornell,,Ohio University,Kyle Rackley,Bob Wingrove,1993
177,177,Kevin Randleman,10,Mark Frushone,5,r16,,,DEC,Kevin Randleman,1,Ohio State,,Central Connecticut,Kevin Randleman,Mark Frushone,1993
177,177,Doug Zembiec,2,Matt Johnson,9,r16,,,DEC,Matt Johnson,,Navy,2,Iowa State,Doug Zembiec,Matt Johnson,1993
177,177,Pat Lynch,-1,Ryan Jibben,-2,r16,,1:06,F,Pat Lynch,7,Arizona State,,Wyoming,Pat Lynch,Ryan Jibben,1993
177,177,Brad Gibson,6,Tim Morrissey,1,r16,,,DEC,Brad Gibson,6,Minnesota,11,Clemson,Brad Gibson,Tim Morrissey,1993
177,177,Corey Olson,15,Brent Coldiron,0,r16,,6:25,TF,Corey Olson,3,Nebraska,,William & Mary,Corey Olson,Brent Coldiron,1993
177,177,Ray Brinzer,10,Lanny Green,4,r8,,,DEC,Ray Brinzer,4,Iowa,5,Michigan,Ray Brinzer,Lanny Green,1993
177,177,Kyle Rackley,3,Kevin Randleman,4,r8,,,DEC,Kevin Randleman,8,Cornell,1,Ohio State,Kyle Rackley,Kevin Randleman,1993
177,177,Matt Johnson,6,Pat Lynch,2,r8,,,DEC,Matt Johnson,2,Iowa State,7,Arizona State,Matt Johnson,Pat Lynch,1993
177,177,Brad Gibson,-2,Corey Olson,-1,r8,,1:47,F,Corey Olson,6,Minnesota,3,Nebraska,Brad Gibson,Corey Olson,1993
177,177,Ray Brinzer,6,Kevin Randleman,9,r4,,,DEC,Kevin Randleman,4,Iowa,1,Ohio State,Ray Brinzer,Kevin Randleman,1993
177,177,Matt Johnson,2,Corey Olson,4,r4,,,DEC,Corey Olson,2,Iowa State,3,Nebraska,Matt Johnson,Corey Olson,1993
177,177,Kevin Randleman,5,Corey Olson,2,m1,,,DEC,Kevin Randleman,1,Ohio State,3,Nebraska,Kevin Randleman,Corey Olson,1993
177,177,Bye,-4,Quincey Clark,-3,c1,,,DFT,Quincey Clark,,Bye,,Oklahoma,Bye,Quincey Clark,1993
177,177,Chad Dennis,8,Dean Morrison,3,c1,,,DEC,Chad Dennis,,Tennessee-Chattanooga,12,West Virginia,Chad Dennis,Dean Morrison,1993
177,177,William George,-4,Bob Wingrove,-3,c1,,,DFT,Bob Wingrove,,Bloomsburg,,Ohio University,William George,Bob Wingrove,1993
177,177,Dan Payne,10,Mark Frushone,3,c1,,,DEC,Dan Payne,,Clarion,,Central Connecticut,Dan Payne,Mark Frushone,1993
177,177,Paul Jackson,6,Doug Zembiec,15,c1,,,MD,Doug Zembiec,,Boise State,,Navy,Paul Jackson,Doug Zembiec,1993
177,177,Marc Papa,-1,Ryan Jibben,-2,c1,,3:29,F,Marc Papa,,Maryland,,Wyoming,Marc Papa,Ryan Jibben,1993
177,177,Chad Renner,-2,Tim Morrissey,-1,c1,,3:59,F,Tim Morrissey,,Oregon State,11,Clemson,Chad Renner,Tim Morrissey,1993
177,177,Laszlo Molnar,3,Brent Coldiron,2,c1,,,DEC,Laszlo Molnar,,Cal State-Fullerton,,William & Mary,Laszlo Molnar,Brent Coldiron,1993
177,177,Quincey Clark,10,Chad Dennis,4,c2,,,DEC,Quincey Clark,,Oklahoma,,Tennessee-Chattanooga,Quincey Clark,Chad Dennis,1993
177,177,Bob Wingrove,1,Dan Payne,4,c2,,,DEC,Dan Payne,,Ohio University,,Clarion,Bob Wingrove,Dan Payne,1993
177,177,Doug Zembiec,9,Marc Papa,5,c2,,,DEC,Doug Zembiec,,Navy,,Maryland,Doug Zembiec,Marc Papa,1993
177,177,Tim Morrissey,3,Laszlo Molnar,2,c2,,,DEC,Tim Morrissey,11,Clemson,,Cal State-Fullerton,Tim Morrissey,Laszlo Molnar,1993
177,177,Quincey Clark,4,Brad Gibson,7,br,,,DEC,Brad Gibson,,Oklahoma,6,Minnesota,Quincey Clark,Brad Gibson,1993
177,177,Dan Payne,1,Pat Lynch,3,br,1,,DEC,Pat Lynch,,Clarion,7,Arizona State,Dan Payne,Pat Lynch,1993
177,177,Doug Zembiec,3,Kyle Rackley,9,br,,,DEC,Kyle Rackley,,Navy,8,Cornell,Doug Zembiec,Kyle Rackley,1993
177,177,Tim Morrissey,2,Lanny Green,5,br,,,DEC,Lanny Green,11,Clemson,5,Michigan,Tim Morrissey,Lanny Green,1993
177,177,Brad Gibson,8,Pat Lynch,2,c4,,,DEC,Brad Gibson,6,Minnesota,7,Arizona State,Brad Gibson,Pat Lynch,1993
177,177,Kyle Rackley,3,Lanny Green,2,c4,,,DEC,Kyle Rackley,8,Cornell,5,Michigan,Kyle Rackley,Lanny Green,1993
177,177,Brad Gibson,1,Ray Brinzer,3,cs,,,DEC,Ray Brinzer,6,Minnesota,4,Iowa,Brad Gibson,Ray Brinzer,1993
177,177,Kyle Rackley,4,Matt Johnson,12,cs,,,MD,Matt Johnson,8,Cornell,2,Iowa State,Kyle Rackley,Matt Johnson,1993
177,177,Ray Brinzer,7,Matt Johnson,,m3,,,DEC,Ray Brinzer,4,Iowa,2,Iowa State,Ray Brinzer,Matt Johnson,1993
177,177,Kyle Rackley,4,Brad Gibson,0,m5,,,DEC,Kyle Rackley,8,Cornell,6,Minnesota,Kyle Rackley,Brad Gibson,1993
177,177,Lanny Green,12,Pat Lynch,5,m7,,,DEC,Lanny Green,5,Michigan,7,Arizona State,Lanny Green,Pat Lynch,1993
190,190,Jassen Froehlich,-3,Bye,-4,r32,,,DFT,Jassen Froehlich,12,Cal State-Bakersfield,,Bye,Jassen Froehlich,Bye,1993
190,190,Dan Henderson,2,Keith Davison,8,r32,,,DEC,Keith Davison,,Arizona State,5,Wisconsin,Dan Henderson,Keith Davison,1993
190,190,Darrin Vincent,1,John Hangey,9,r32,,,MD,John Hangey,,Boston University,4,Rider,Darrin Vincent,John Hangey,1993
190,190,John Harrison,3,Dale Budd,9,r32,,,DEC,Dale Budd,,Air Force,,Lock Haven,John Harrison,Dale Budd,1993
190,190,Emilio Collins,6,Les Gutches,4,r32,1,,DEC,Emilio Collins,9,Michigan State,,Oregon State,Emilio Collins,Les Gutches,1993
190,190,Dave Malecek,2,Dan Staats,0,r32,,,DEC,Dave Malecek,8,Northern Iowa,,West Virginia,Dave Malecek,Dan Staats,1993
190,190,Rex Holman,14,Jeff Kloiber,2,r32,,,MD,Rex Holman,1,Ohio State,,Pittsburgh,Rex Holman,Jeff Kloiber,1993
190,190,Kerry McCoy,6,Jerry McCoy,1,r32,,,DEC,Kerry McCoy,,Penn State,,California PA,Kerry McCoy,Jerry McCoy,1993
190,190,John Curtis,-3,Bye,-4,r32,,,DFT,John Curtis,10,George Mason,,Bye,John Curtis,Bye,1993
190,190,Dan Troupe,6,Gerald Carr1,1,r32,,,DEC,Dan Troupe,7,Iowa State,,Tennessee-Chattanooga,Dan Troupe,Gerald Carr,1993
190,190,Tom Storey,1,Stan Gress,0,r32,,,DEC,Tom Storey,,Navy,,Eastern Illinois,Tom Storey,Stan Gress,1993
190,190,Andy Foster,-2,Dan Madson,-1,r32,,2:12,F,Dan Madson,2,Oklahoma,,North Carolina State,Andy Foster,Dan Madson,1993
190,190,Tyrone Howard,9,Ian Hearn,6,r32,,,DEC,Tyrone Howard,,Bloomsburg,,Central Michigan,Tyrone Howard,Ian Hearn,1993
190,190,Joel Sharratt,6,Ted Casto,1,r32,,,DEC,Joel Sharratt,3,Iowa,,Brown,Joel Sharratt,Ted Casto,1993
190,190,Jeff Monson,4,Albert Olsen,1,r32,,,DEC,Jeff Monson,11,Illinois,,Brigham Young,Jeff Monson,Albert Olsen,1993
190,190,Bye,-4,Ovanes Oganisian,-3,r32,,,DFT,Ovanes Oganisian,,Bye,6,Nebraska,Bye,Ovanes Oganisian,1993
190,190,Jassen Froehlich,5,Keith Davison,10,r16,,,DEC,Keith Davison,12,Cal State-Bakersfield,5,Wisconsin,Jassen Froehlich,Keith Davison,1993
190,190,John Hangey,10,Dale Budd,1,r16,,,MD,John Hangey,4,Rider,,Lock Haven,John Hangey,Dale Budd,1993
190,190,Emilio Collins,2,Dave Malecek,1,r16,1,,DEC,Emilio Collins,9,Michigan State,8,Northern Iowa,Emilio Collins,Dave Malecek,1993
190,190,Rex Holman,13,Kerry McCoy,3,r16,,,MD,Rex Holman,1,Ohio State,,Penn State,Rex Holman,Kerry McCoy,1993
190,190,John Curtis,6,Dan Troupe,7,r16,1,,DEC,Dan Troupe,10,George Mason,7,Iowa State,John Curtis,Dan Troupe,1993
190,190,Tom Storey,-1,Dan Madson,-2,r16,,6:08,F,Tom Storey,,Navy,,North Carolina State,Tom Storey,Dan Madson,1993
190,190,Tyrone Howard,2,Joel Sharratt,7,r16,,,DEC,Joel Sharratt,,Bloomsburg,3,Iowa,Tyrone Howard,Joel Sharratt,1993
190,190,Jeff Monson,6,Ovanes Oganisian,11,r16,,,DEC,Ovanes Oganisian,11,Illinois,6,Nebraska,Jeff Monson,Ovanes Oganisian,1993
190,190,Keith Davison,3,John Hangey,2,r8,,,DEC,Keith Davison,5,Wisconsin,4,Rider,Keith Davison,John Hangey,1993
190,190,Emilio Collins,0,Rex Holman,11,r8,,,MD,Rex Holman,9,Michigan State,1,Ohio State,Emilio Collins,Rex Holman,1993
190,190,Dan Troupe,3,Tom Storey,1,r8,,,DEC,Dan Troupe,7,Iowa State,,Navy,Dan Troupe,Tom Storey,1993
190,190,Joel Sharratt,5,Ovanes Oganisian,4,r8,,,DEC,Joel Sharratt,3,Iowa,6,Nebraska,Joel Sharratt,Ovanes Oganisian,1993
190,190,Keith Davison,3,Rex Holman,5,r4,,,DEC,Rex Holman,5,Wisconsin,1,Ohio State,Keith Davison,Rex Holman,1993
190,190,Dan Troupe,2,Joel Sharratt,4,r4,,,DEC,Joel Sharratt,7,Iowa State,3,Iowa,Dan Troupe,Joel Sharratt,1993
190,190,Rex Holman,7,Joel Sharratt,5,m1,,,DEC,Rex Holman,1,Ohio State,3,Iowa,Rex Holman,Joel Sharratt,1993
190,190,Dan Henderson,10,Jassen Froehlich,1,c1,,,MD,Dan Henderson,,Arizona State,12,Cal State-Bakersfield,Dan Henderson,Jassen Froehlich,1993
190,190,Darrin Vincent,-2,Dale Budd,-1,c1,,0:44,F,Dale Budd,,Boston University,,Lock Haven,Darrin Vincent,Dale Budd,1993
190,190,Les Gutches,4,Dave Malecek,6,c1,1,,DEC,Dave Malecek,,Oregon State,8,Northern Iowa,Les Gutches,Dave Malecek,1993
190,190,Jeff Kloiber,7,Kerry McCoy,1,c1,,,DEC,Jeff Kloiber,,Pittsburgh,,Penn State,Jeff Kloiber,Kerry McCoy,1993
190,190,John Curtis,12,Gerald Carr1,1,c1,,,MD,John Curtis,10,George Mason,,Tennessee-Chattanooga,John Curtis,Gerald Carr,1993
190,190,Stan Gress,11,Dan Madson,6,c1,,,DEC,Stan Gress,,Eastern Illinois,,North Carolina State,Stan Gress,Dan Madson,1993
190,190,Ted Casto,2,Tyrone Howard,7,c1,,,DEC,Tyrone Howard,,Brown,,Bloomsburg,Ted Casto,Tyrone Howard,1993
190,190,Bye,-4,Jeff Monson,-3,c1,,,DFT,Jeff Monson,,Bye,11,Illinois,Bye,Jeff Monson,1993
190,190,Dan Henderson,2,Dale Budd,6,c2,,,DEC,Dale Budd,,Arizona State,,Lock Haven,Dan Henderson,Dale Budd,1993
190,190,Dave Malecek,2,Jeff Kloiber,4,c2,,,DEC,Jeff Kloiber,8,Northern Iowa,,Pittsburgh,Dave Malecek,Jeff Kloiber,1993
190,190,John Curtis,12,Stan Gress,0,c2,,,MD,John Curtis,10,George Mason,,Eastern Illinois,John Curtis,Stan Gress,1993
190,190,Tyrone Howard,2,Jeff Monson,3,c2,,,DEC,Jeff Monson,,Bloomsburg,11,Illinois,Tyrone Howard,Jeff Monson,1993
190,190,Dale Budd,7,Ovanes Oganisian,3,br,,,DEC,Dale Budd,,Lock Haven,6,Nebraska,Dale Budd,Ovanes Oganisian,1993
190,190,Jeff Kloiber,2,Tom Storey,1,br,,,DEC,Jeff Kloiber,,Pittsburgh,,Navy,Jeff Kloiber,Tom Storey,1993
190,190,John Curtis,3,Emilio Collins,1,br,,,DEC,John Curtis,10,George Mason,9,Michigan State,John Curtis,Emilio Collins,1993
190,190,Jeff Monson,3,John Hangey,6,br,,,DEC,John Hangey,11,Illinois,4,Rider,Jeff Monson,John Hangey,1993
190,190,Dale Budd,1,Jeff Kloiber,2,c4,1,,DEC,Jeff Kloiber,,Lock Haven,,Pittsburgh,Dale Budd,Jeff Kloiber,1993
190,190,John Curtis,3,John Hangey,7,c4,,,DEC,John Hangey,10,George Mason,4,Rider,John Curtis,John Hangey,1993
190,190,Jeff Kloiber,0,Keith Davison,5,cs,,,DEC,Keith Davison,,Pittsburgh,5,Wisconsin,Jeff Kloiber,Keith Davison,1993
190,190,John Hangey,5,Dan Troupe,0,cs,,,DEC,John Hangey,4,Rider,7,Iowa State,John Hangey,Dan Troupe,1993
190,190,Keith Davison,4,John Hangey,1,m3,,,DEC,Keith Davison,5,Wisconsin,4,Rider,Keith Davison,John Hangey,1993
190,190,Jeff Kloiber,3,Dan Troupe,2,m5,1,,DEC,Jeff Kloiber,,Pittsburgh,7,Iowa State,Jeff Kloiber,Dan Troupe,1993
190,190,John Curtis,9,Dale Budd,0,m7,,,MD,John Curtis,10,George Mason,,Lock Haven,John Curtis,Dale Budd,1993
275,275,Melvin Crosby,4,Jeff Scherma,2,r32,,,DEC,Melvin Crosby,,Appalachian State,,Cleveland State,Melvin Crosby,Jeff Scherma,1993
275,275,Todd Kinney,13,Brian Keck,0,r32,,,MD,Todd Kinney,4,Iowa State,,Bloomsburg,Todd Kinney,Brian Keck,1993
275,275,John Oostendorp,13,Josh Feldman,7,r32,,,DEC,John Oostendorp,5,Iowa,,Virginia Tech,John Oostendorp,Josh Feldman,1993
275,275,Marland Houston,2,Greg Troxell,5,r32,,,DEC,Greg Troxell,,Morgan State,12,Penn State,Marland Houston,Greg Troxell,1993
275,275,Sylvester Terkay,-1,Rob Sintobin,-2,r32,,1:02,F,Sylvester Terkay,1,North Carolina State,,Clarion,Sylvester Terkay,Rob Sintobin,1993
275,275,Dan Hicks,-1,Tony Vanek,-2,r32,,1:56,F,Dan Hicks,,Navy,,Boise State,Dan Hicks,Tony Vanek,1993
275,275,Steve King,-1,Jeremy Lay,-2,r32,,5:46,F,Steve King,8,Michigan,,Missouri,Steve King,Jeremy Lay,1993
275,275,Chris Maynor,5,Ray Mendoza,2,r32,,,DEC,Chris Maynor,,George Mason,9,Ohio State,Chris Maynor,Ray Mendoza,1993
275,275,Billy Pierce,9,Adam Green,5,r32,,,DEC,Billy Pierce,2,Minnesota,,Pennsylvania,Billy Pierce,Adam Green,1993
275,275,Mark Whitford,-2,Darrick Green,-1,r32,,5:20,F,Darrick Green,,Seton Hall,,Central Michigan,Mark Whitford,Darrick Green,1993
275,275,Mike Westhead,-1,Justin Greenlee,-2,r32,,1:48,F,Mike Westhead,,Rider,10,Northern Iowa,Mike Westhead,Justin Greenlee,1993
275,275,Pat Wiltanger,5,Seth Woodill,7,r32,,,DEC,Seth Woodill,,Pittsburgh,7,Cal Poly-SLO,Pat Wiltanger,Seth Woodill,1993
275,275,Don Whipp,6,Chris Anderson,1,r32,,,DEC,Don Whipp,11,Michigan State,,Oregon,Don Whipp,Chris Anderson,1993
275,275,Lorenzo Neal,7,Steve Lawson,0,r32,,,DEC,Lorenzo Neal,6,Fresno State,,Cal State-Bakersfield,Lorenzo Neal,Steve Lawson,1993
275,275,Rulon Gardner,8,Tony Vaughn,4,r32,,,DEC,Rulon Gardner,3,Nebraska,,Purdue,Rulon Gardner,Tony Vaughn,1993
275,275,Bruce Morgan,12,Rick Hall,7,r32,,,DEC,Bruce Morgan,,Cornell,,North Carolina,Bruce Morgan,Rick Hall,1993
275,275,Melvin Crosby,0,Todd Kinney,3,r16,,,DEC,Todd Kinney,,Appalachian State,4,Iowa State,Melvin Crosby,Todd Kinney,1993
275,275,John Oostendorp,5,Greg Troxell,1,r16,,,DEC,John Oostendorp,5,Iowa,12,Penn State,John Oostendorp,Greg Troxell,1993
275,275,Sylvester Terkay,11,Dan Hicks,0,r16,,,MD,Sylvester Terkay,1,North Carolina State,,Navy,Sylvester Terkay,Dan Hicks,1993
275,275,Steve King,4,Chris Maynor,1,r16,,,DEC,Steve King,8,Michigan,,George Mason,Steve King,Chris Maynor,1993
275,275,Billy Pierce,-1,Darrick Green,-2,r16,,6:10,F,Billy Pierce,2,Minnesota,,Central Michigan,Billy Pierce,Darrick Green,1993
275,275,Justin Greenlee,-1,Seth Woodill,-2,r16,,2:45,F,Justin Greenlee,10,Northern Iowa,7,Cal Poly-SLO,Justin Greenlee,Seth Woodill,1993
275,275,Don Whipp,4,Lorenzo Neal,2,r16,1,,DEC,Don Whipp,11,Michigan State,6,Fresno State,Don Whipp,Lorenzo Neal,1993
275,275,Rulon Gardner,16,Bruce Morgan,1,r16,,7:00,TF,Rulon Gardner,3,Nebraska,,Cornell,Rulon Gardner,Bruce Morgan,1993
275,275,Todd Kinney,12,John Oostendorp,4,r8,,,MD,Todd Kinney,4,Iowa State,5,Iowa,Todd Kinney,John Oostendorp,1993
275,275,Sylvester Terkay,14,Steve King,0,r8,,,MD,Sylvester Terkay,1,North Carolina State,8,Michigan,Sylvester Terkay,Steve King,1993
275,275,Billy Pierce,6,Justin Greenlee,4,r8,,,DEC,Billy Pierce,2,Minnesota,10,Northern Iowa,Billy Pierce,Justin Greenlee,1993
275,275,Don Whipp,7,Rulon Gardner,3,r8,,,DEC,Don Whipp,11,Michigan State,3,Nebraska,Don Whipp,Rulon Gardner,1993
275,275,Todd Kinney,5,Sylvester Terkay,9,r4,,,DEC,Sylvester Terkay,4,Iowa State,1,North Carolina State,Todd Kinney,Sylvester Terkay,1993
275,275,Billy Pierce,1,Don Whipp,2,r4,1,,DEC,Don Whipp,2,Minnesota,11,Michigan State,Billy Pierce,Don Whipp,1993
275,275,Sylvester Terkay,-1,Don Whipp,-2,m1,,1:43,F,Sylvester Terkay,1,North Carolina State,11,Michigan State,Sylvester Terkay,Don Whipp,1993
275,275,Brian Keck,2,Melvin Crosby,1,c1,1,,DEC,Brian Keck,,Bloomsburg,,Appalachian State,Brian Keck,Melvin Crosby,1993
275,275,Josh Feldman,2,Greg Troxell,1,c1,,,DEC,Josh Feldman,,Virginia Tech,12,Penn State,Josh Feldman,Greg Troxell,1993
275,275,Rob Sintobin,1,Dan Hicks,4,c1,,,DEC,Dan Hicks,,Clarion,,Navy,Rob Sintobin,Dan Hicks,1993
275,275,Jeremy Lay,4,Chris Maynor,3,c1,,,DEC,Jeremy Lay,,Missouri,,George Mason,Jeremy Lay,Chris Maynor,1993
275,275,Adam Green,7,Darrick Green,8,c1,,,DEC,Darrick Green,,Pennsylvania,,Central Michigan,Adam Green,Darrick Green,1993
275,275,Mike Westhead,-2,Seth Woodill,-1,c1,,3:49,F,Seth Woodill,,Rider,7,Cal Poly-SLO,Mike Westhead,Seth Woodill,1993
275,275,Chris Anderson,2,Lorenzo Neal,3,c1,,,DEC,Lorenzo Neal,,Oregon,6,Fresno State,Chris Anderson,Lorenzo Neal,1993
275,275,Tony Vaughn,-1,Bruce Morgan,-2,c1,,3:35,F,Tony Vaughn,,Purdue,,Cornell,Tony Vaughn,Bruce Morgan,1993
275,275,Brian Keck,1,Josh Feldman,3,c2,,,DEC,Josh Feldman,,Bloomsburg,,Virginia Tech,Brian Keck,Josh Feldman,1993
275,275,Dan Hicks,2,Jeremy Lay,0,c2,,,DEC,Dan Hicks,,Navy,,Missouri,Dan Hicks,Jeremy Lay,1993
